content,index
"Bihars Home Secretary has forwarded to the Union Home Ministry a letter sent by the District Magistrate of West Champaran warning that around 200 Indian Muslims, believed to be COVID-19 infected, are likely to cross the Indo-Nepal border into India.
Weve for… [+2723 chars]",634
"Bihars Home Secretary has forwarded to the Union Home Ministry a letter sent by the District Magistrate of West Champaran warning that around 200 Indian Muslims, believed to be COVID-19 infected, are likely to cross the Indo-Nepal border into India.
Weve for… [+2723 chars]",635
"Bihars Home Secretary has forwarded to the Union Home Ministry a letter sent by the District Magistrate of West Champaran warning that around 200 Indian Muslims, believed to be COVID-19 infected, are likely to cross the Indo-Nepal border into India.
Weve for… [+2723 chars]",636
"European Union finance ministers agreed on Thursday on half-a-trillion euros worth of support for their coronavirus-battered economies after weeks of wrangling that exposed painful divisions in the bloc headed for a steep recession.
EU powerhouse Germany, as… [+2630 chars]",637
"European Union finance ministers agreed on Thursday on half-a-trillion euros worth of support for their coronavirus-battered economies after weeks of wrangling that exposed painful divisions in the bloc headed for a steep recession.
EU powerhouse Germany, as… [+2630 chars]",638
"Tamil Nadu Chief Minister Edappadi K. Palaniswami on Monday evening announced an extension of the COVID-19 lockdown till April 30. The ongoing lockdown was scheduled to end at 6 a.m. on April 15. On Saturday last, Chief Secretary K Shanmugam had said that the… [+812 chars]",639
"Tamil Nadu Chief Minister Edappadi K. Palaniswami on Monday evening announced an extension of the COVID-19 lockdown till April 30. The ongoing lockdown was scheduled to end at 6 a.m. on April 15. On Saturday last, Chief Secretary K Shanmugam had said that the… [+812 chars]",640
"Over a thousand migrant workers gathered outside Bandra railway station on Tuesday afternoon, demanding that they be sent home at the earliest as they are unable to sustain themselves during the lockdown. The police had to resort to lathi charge to disperse t… [+3278 chars]",641
"After living in his car for weeks outside his home, Dr. Sachin Nayak moved into a hotel in Bhopal on Tuesday after his hospital made the arrangements.
The doctor was worried that his wife and three-year-old daughter could contract COVID-19 from him.
As case… [+1481 chars]",642
"After living in his car for weeks outside his home, Dr. Sachin Nayak moved into a hotel in Bhopal on Tuesday after his hospital made the arrangements.
The doctor was worried that his wife and three-year-old daughter could contract COVID-19 from him.
As case… [+1481 chars]",643
"After living in his car for weeks outside his home, Dr. Sachin Nayak moved into a hotel in Bhopal on Tuesday after his hospital made the arrangements.
The doctor was worried that his wife and three-year-old daughter could contract COVID-19 from him.
As case… [+1481 chars]",644
"India is likely to record its worst growth performance since the 1991 liberalisation this fiscal year as the coronavirus outbreak severely disrupts the economy, the World Bank said on Sunday. 
 Indias economy is expected to grow 1.5% to 2.8% in the 2020-21 f… [+5177 chars]",645
"India is likely to record its worst growth performance since the 1991 liberalisation this fiscal year as the coronavirus outbreak severely disrupts the economy, the World Bank said on Sunday. 
 Indias economy is expected to grow 1.5% to 2.8% in the 2020-21 f… [+5177 chars]",646
"A huge step forward in the fight against COVID-19
Apple and Google announced a system for tracking the spread of the new coronavirus, allowing users to share data through Bluetooth Low Energy (BLE) transmissions and approved apps from health organizations.
… [+1985 chars]",647
"A huge step forward in the fight against COVID-19
Apple and Google announced a system for tracking the spread of the new coronavirus, allowing users to share data through Bluetooth Low Energy (BLE) transmissions and approved apps from health organizations.
… [+1985 chars]",648
"By building contact-tracing into their operating systems, the companies could make a difference in the global pandemic response
This story is part of a group of stories called 
The Interface is a daily column and newsletter about the intersection of social … [+18063 chars]",649
"By building contact-tracing into their operating systems, the companies could make a difference in the global pandemic response
This story is part of a group of stories called 
The Interface is a daily column and newsletter about the intersection of social … [+18063 chars]",650
"By building contact-tracing into their operating systems, the companies could make a difference in the global pandemic response
This story is part of a group of stories called 
The Interface is a daily column and newsletter about the intersection of social … [+18063 chars]",651
"The US Postal Service, like many American businesses, is suffering from sharply declining demand due to the coronavirus crisis: Last week, members of Congress were informed that it will run out of cash in September without federal assistance. 
Congressional … [+9296 chars]",652
"Animal health and human health are tightly interconnected
Photo by Nick Garbutt / Barcroft Media / Barcroft Media via Getty Images
The COVID-19 pandemic thats currently ravaging the world started with a simple virus in an animal. Viruses like this, which ca… [+8060 chars]",653
"Animal health and human health are tightly interconnected
Photo by Nick Garbutt / Barcroft Media / Barcroft Media via Getty Images
The COVID-19 pandemic thats currently ravaging the world started with a simple virus in an animal. Viruses like this, which ca… [+8060 chars]",654
"Animal health and human health are tightly interconnected
Photo by Nick Garbutt / Barcroft Media / Barcroft Media via Getty Images
The COVID-19 pandemic thats currently ravaging the world started with a simple virus in an animal. Viruses like this, which ca… [+8060 chars]",655
"The coronavirus test is new, so its hard for doctors to interpret results
Photo by Steve Pfost / Newsday RM via Getty Images
As the rate of COVID-19 testing slowly creeps up in the US, public health experts have a new concern that many people with negative … [+6194 chars]",656
"The coronavirus test is new, so its hard for doctors to interpret results
Photo by Steve Pfost / Newsday RM via Getty Images
As the rate of COVID-19 testing slowly creeps up in the US, public health experts have a new concern that many people with negative … [+6194 chars]",657
"The coronavirus test is new, so its hard for doctors to interpret results
Photo by Steve Pfost / Newsday RM via Getty Images
As the rate of COVID-19 testing slowly creeps up in the US, public health experts have a new concern that many people with negative … [+6194 chars]",658
"Google and Apple announced today that theyll use Bluetooth to track COVID-19 cases
Photo by Jason Redmond / AFP via Getty Images
During an infectious disease outbreak, one of the best tools public health experts have is old-school detective work: finding ea… [+4769 chars]",659
"Google and Apple announced today that theyll use Bluetooth to track COVID-19 cases
Photo by Jason Redmond / AFP via Getty Images
During an infectious disease outbreak, one of the best tools public health experts have is old-school detective work: finding ea… [+4769 chars]",660
"Google and Apple announced today that theyll use Bluetooth to track COVID-19 cases
Photo by Jason Redmond / AFP via Getty Images
During an infectious disease outbreak, one of the best tools public health experts have is old-school detective work: finding ea… [+4769 chars]",661
"On Friday, Google and Apple joined together for an ambitious emergency project, laying out a new protocol for tracking the ongoing coronavirus outbreak. Its an urgent, complex project, with huge implications for privacy and public health. Similar projects hav… [+13507 chars]",662
"On Friday, Google and Apple joined together for an ambitious emergency project, laying out a new protocol for tracking the ongoing coronavirus outbreak. Its an urgent, complex project, with huge implications for privacy and public health. Similar projects hav… [+13507 chars]",663
"Eric S. Yuan says the company moved too fast but is working to fix the issues
Photo by Kena Betancur/Getty Images
Appearing before a background that said we care over an image of a heart-shaped planet Earth, Zoom CEO Eric S. Yuan said Sunday on CNN that des… [+1578 chars]",664
"Over the past few days, Ive been reading the major plans for what comes after social distancing. You can read them, too. Theres one from the right-leaning American Enterprise Institute, the left-leaning Center for American Progress, Harvard Universitys Safra … [+9813 chars]",665
"Theres still a lot we dont know
Photo by Amelia Holowaty Krales / The Verge
Earlier today, Apple and Google announced a Bluetooth-based COVID-19 contact tracing platform that could alert people if theyve been exposed to the novel coronavirus. Contact tracin… [+5777 chars]",666
"Theres still a lot we dont know
Photo by Amelia Holowaty Krales / The Verge
Earlier today, Apple and Google announced a Bluetooth-based COVID-19 contact tracing platform that could alert people if theyve been exposed to the novel coronavirus. Contact tracin… [+5777 chars]",667
"Radio waves can only spread computer viruses, not human ones
Illustration by Alex Castro / The Verge
Online conspiracy theories have been trying to link the novel coronavirus pandemic to the rollout of 5G technology recently. Despite there being no scientif… [+5161 chars]",668
"For creatives currently stuck at home
Image: Leica
Camera makers Leica and Olympus have announced initiatives to offer free courses and talks for photographers amid the COVID-19 pandemic. Many companies that cater to creative fields have opened up resources… [+1363 chars]",669
"For creatives currently stuck at home
Image: Leica
Camera makers Leica and Olympus have announced initiatives to offer free courses and talks for photographers amid the COVID-19 pandemic. Many companies that cater to creative fields have opened up resources… [+1363 chars]",670
"The updates will come to Android 6.0 Marshmallow phones and above
Illustration by Alex Castro / The Verge
Google has confirmed that it will use the Google Play Services infrastructure to update Android phones with the upcoming COVID-19 contact tracing syste… [+1880 chars]",671
"The updates will come to Android 6.0 Marshmallow phones and above
Illustration by Alex Castro / The Verge
Google has confirmed that it will use the Google Play Services infrastructure to update Android phones with the upcoming COVID-19 contact tracing syste… [+1880 chars]",672
"Microsoft is revealing more about how people are using its Teams app, and it predicts the novel coronavirus pandemic will be a turning point that will change how we work and learn forever. Demand for Microsoft Teams surged worldwide last month, jumping from 3… [+7043 chars]",673
"The platform empowers voices and misinformation 
Illustration by Grayson Blackmon
On March 20th, an article about the novel coronavirus started to spread. Evidence over hysteria COVID-19 crystallized a viewpoint conservatives had been hawking for some time:… [+10961 chars]",674
"The platform empowers voices and misinformation 
Illustration by Grayson Blackmon
On March 20th, an article about the novel coronavirus started to spread. Evidence over hysteria COVID-19 crystallized a viewpoint conservatives had been hawking for some time:… [+10961 chars]",675
"The platform empowers voices and misinformation 
Illustration by Grayson Blackmon
On March 20th, an article about the novel coronavirus started to spread. Evidence over hysteria COVID-19 crystallized a viewpoint conservatives had been hawking for some time:… [+10961 chars]",676
"Just a month ago, Peter Cassidy was working at an airport in the small ski town of Montrose, Colorado. But as the novel coronavirus trickled into his county, Cassidy and his co-workers watched as the list of inbound flights got shorter and shorter. On March 1… [+10673 chars]",677
"Colbert, Fallon, Meyers suspend production",678
"Colbert, Fallon, Meyers suspend production",679
"Colbert, Fallon, Meyers suspend production",680
"Colbert, Fallon, Meyers suspend production",681
"Colbert, Fallon, Meyers suspend production",682
"Colbert, Fallon, Meyers suspend production",683
"Colbert, Fallon, Meyers suspend production",684
"Colbert, Fallon, Meyers suspend production",685
"Colbert, Fallon, Meyers suspend production",686
"Colbert, Fallon, Meyers suspend production",687
"Colbert, Fallon, Meyers suspend production",688
"Colbert, Fallon, Meyers suspend production",689
"Colbert, Fallon, Meyers suspend production",690
"Colbert, Fallon, Meyers suspend production",691
"Colbert, Fallon, Meyers suspend production",692
"Colbert, Fallon, Meyers suspend production",693
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",694
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",695
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",696
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",697
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",698
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",699
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",700
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",701
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",702
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",703
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",704
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",705
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",706
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",707
"How many cases are there in the US and where I live?
We are tracking the coronavirus outbreaks across the US and in your state with daily updated maps, total cases and deaths.
See the maps
What are the symptoms of COVID-19?
The most common symptoms, accor… [+2696 chars]",708
"President Trump defended the firing of Navy Capt. Brett Crozier, calling Crozier's letter asking for help for sick crew members ""not appropriate.""
USA TODAY
WASHINGTON The acting Navy secretary disparaged the former captain of the USS Theodore Roosevelt, ca… [+4447 chars]",709
"USA TODAY reporter Nathan Bomey gives a lowdown on the companies going through massive hiring sprees and why not to worry about your utility bill.
USA TODAY
In this time of uncertainty, USA TODAY is working to find answers to your money questions anything f… [+8073 chars]",710
"USA TODAY reporter Nathan Bomey gives a lowdown on the companies going through massive hiring sprees and why not to worry about your utility bill.
USA TODAY
In this time of uncertainty, USA TODAY is working to find answers to your money questions anything f… [+12676 chars]",711
"With most of the nation in isolation to halt the spread of coronavirus, officials are seeing a spike in gun sales.
Buzz60
In a concession to the coronavirus, gun dealers can now offer their own version of take-out service.
The Bureau of Alcohol Tobacco Fir… [+2338 chars]",712
"As the COVID-19 pandemic continues, Americans wonder if the illnesses they had earlier this year were actually a result of the novel coronavirus.
USA TODAY
There figures to be good news and bad news for the U.S. economy on Thursday.
On the day some America… [+10184 chars]",713
"How does coronavirus enter the body, and why does it become fatal for some compared to just a cough or fever for others?
USA TODAY
The U.S. surgeon general offered a dark warning on Sunday, predicting this week ""will be the hardest and the saddest week of m… [+9428 chars]",714
"As Americans marked Easter Sunday amid the challenges of a pandemic, the South faced a new menace that could upend lives: severe weather, including possibly fierce tornadoes. 
A string of severe storms was likely from Louisiana through the Tennessee Valley, … [+2887 chars]",715
"There is a lot of misinformation out there about coronavirus. We sort the facts from falsehoods.
Wochit
The U.S. appeared on course to overtake Italy within days as the country with the highest number of fatalities from the coronavirus. However, virus death… [+10754 chars]",716
"President Donald Trump took aim at the World Health Organization on Tuesday, announcing a halt on funding to the group he said was severely mismanaging and covering up the coronavirus crisis.
Trump began the days White House task force news conference by att… [+11887 chars]",717
"President Donald Trump took aim at the World Health Organization on Tuesday, announcing a halt on funding to the group he said was severely mismanaging and covering up the coronavirus crisis.
Trump began the days White House task force news conference by att… [+11887 chars]",718
"President Donald Trump took aim at the World Health Organization on Tuesday, announcing a halt on funding to the group he said was severely mismanaging and covering up the coronavirus crisis.
Trump began the days White House task force news conference by att… [+11887 chars]",719
"Dr. Anthony Fauci says we will never be able to act like ""there never was a coronavirus problem.""
USA TODAY
Senior White House adviser Anthony Fauci said Thursday the death toll from the coronavirus could be closer to 60,000 Americans, assuming full social … [+6690 chars]",720
"People of color and minority groups are particularly at risk during the pandemic. Here's what should be done to better address these communities.
USA TODAY
WASHINGTON  President Donald Trump is eager to reopen the nation and claims to have ""absolute authori… [+5436 chars]",721
"President Donald Trump said there's ""light at the end of the tunnel"" as his administration continues to fight the coronavirus outbreak.
USA TODAY
WASHINGTON  As he faces a litany of questions over how to ease social distancing guidelines without sparking a … [+4009 chars]",722
"President Donald Trump said there's ""light at the end of the tunnel"" as his administration continues to fight the coronavirus outbreak.
USA TODAY
WASHINGTON  A senior aide to President Donald Trump is publicly pushing back against National Institute of Alle… [+3911 chars]",723
"We answer the often searched question: ""What are the symptoms of coronavirus versus the flu?""
USA TODAY
WASHINGTON  President Donald Trump said Tuesday his administration will ""halt"" U.S. funding to the World Health Organization as it conducts a review of t… [+1555 chars]",724
"Social distancing matters. Here is how to do it and how it can help curb the COVID-19 pandemic.
USA TODAY
As concerts are postponed, sporting events are canceled, schools are closed and tourist hot spots are shut down, experts recommend that even those who … [+10873 chars]",725
"The coronavirus pandemic has caused toilet paper shortages and long lines, but panic buying is not a new phenomenon and it certainly isnt helping.
USA TODAY
As the coronavirus locks down more of the country, shelf after shelf of Lysol sprays and Clorox wipe… [+8630 chars]",726
"The coronavirus pandemic has caused toilet paper shortages and long lines, but panic buying is not a new phenomenon and it certainly isnt helping.
USA TODAY
As the coronavirus locks down more of the country, shelf after shelf of Lysol sprays and Clorox wipe… [+8630 chars]",727
"The way we buy cars may never be the same, as auto dealers adjust to working under COVID-19 restrictions and customers discover they prefer the new approach, which leans heavily on internet sales and vehicle demos and could include valet-style pickup and deli… [+4805 chars]",728
"Dr. Gregory Poland of the Mayo Clinic and immunogenetic expert suggests nursing homes need better training and practices.
USA TODAY
The new coronavirus is racing through America's nursing homes, and the impact has been far greater than the federal governmen… [+13967 chars]",729
"Dr. Gregory Poland of the Mayo Clinic and immunogenetic expert suggests nursing homes need better training and practices.
USA TODAY
The new coronavirus is racing through America's nursing homes, and the impact has been far greater than the federal governmen… [+13967 chars]",730
"Dr. Gregory Poland of the Mayo Clinic and immunogenetic expert suggests nursing homes need better training and practices.
USA TODAY
The new coronavirus is racing through America's nursing homes, and the impact has been far greater than the federal governmen… [+13967 chars]",731
"It's been one month since President Donald Trump declared coronavirus as a national emergency.
Much has changed since March 13, when there were fewer than 2,000 confirmed cases.
What hasn't changed, however, is Trump's determination to ""reopen"" the U.S. for… [+8126 chars]",732
"As the coronavirus scuds across the United States, killing thousands and depleting medical resources, the pandemic is playing out precisely as emergency officials around the country assumed when they drafted response plans over the past decade:
A spreading d… [+16531 chars]",733
"British Prime Minister Boris Johnson announced on Friday he had tested positive for the new coronavirus. (March 27)
AP Domestic
LONDON British Prime Minister Boris Johnson was moved to an intensive care unit at a London hospital on Monday night after his co… [+1247 chars]",734
"We may not be able to come together the way we're used to this year, but we can still connect over Passover, Easter and Ramadan.
USA TODAY
VATICAN CITY His voice echoing through the nearly empty St. Peters Basilica, a somber Pope Francis celebrated one of t… [+5885 chars]",735
"Some are hesitant to use public transportation during the coronavirus outbreak. Here's what transportation officials are doing to help reduce risk.
USA TODAY
DENVER Sisters Trinity and Kiki Williams looked around the crowded bus stop as the #15 bus rumbled … [+10020 chars]",736
"How does coronavirus enter the body, and why does it become fatal for some compared to just a cough or fever for others?
USA TODAY
Grocery store workers are on the front lines of the spreading coronavirus epidemic, and thousands have taken off work and some… [+2727 chars]",737
"How does coronavirus enter the body, and why does it become fatal for some compared to just a cough or fever for others?
USA TODAY
Grocery store workers are on the front lines of the spreading coronavirus epidemic, and thousands have taken off work and some… [+2727 chars]",738
"People of color and minority groups are particularly at risk during the pandemic. Here's what should be done to better address these communities.
USA TODAY
WASHINGTON Millions of Americans who expect to receive a $1,200 stimulus check from the federal gover… [+6916 chars]",739
"The House of Representatives will take up the coronavirus stimulus bill on Friday. Nicholas Wu discuss the final hurdle before the bill becomes law.
USA TODAY
You might have some extra money coming from the U.S. government this spring. 
The U.S. Senate app… [+2998 chars]",740
"The House of Representatives will take up the coronavirus stimulus bill on Friday. Nicholas Wu discuss the final hurdle before the bill becomes law.
USA TODAY
You might have some extra money coming from the U.S. government this spring. 
The U.S. Senate app… [+2998 chars]",741
"The House of Representatives will take up the coronavirus stimulus bill on Friday. Nicholas Wu discuss the final hurdle before the bill becomes law.
USA TODAY
You might have some extra money coming from the U.S. government this spring. 
The U.S. Senate app… [+2998 chars]",742
"The House of Representatives will take up the coronavirus stimulus bill on Friday. Nicholas Wu discuss the final hurdle before the bill becomes law.
USA TODAY
You might have some extra money coming from the U.S. government this spring. 
The U.S. Senate app… [+2998 chars]",743
"The House of Representatives will take up the coronavirus stimulus bill on Friday. Nicholas Wu discuss the final hurdle before the bill becomes law.
USA TODAY
You might have some extra money coming from the U.S. government this spring. 
The U.S. Senate app… [+2998 chars]",744
"The House of Representatives will take up the coronavirus stimulus bill on Friday. Nicholas Wu discuss the final hurdle before the bill becomes law.
USA TODAY
You might have some extra money coming from the U.S. government this spring. 
The U.S. Senate app… [+2998 chars]",745
"Chicago Public Health Commissioner Dr. Allison Arwady outlined the citys grim coronavirus statistics along racial lines.
Although only 30% of the city is black, more than half of Chicagos COVID-19 cases have hit African Americans, and 72% of the dead were bl… [+6001 chars]",746
"WASHINGTONPresident Trump said the U.S. would halt funding to the World Health Organization while his administration investigates what he called the groups mismanagement of the coronavirus response.
The president faulted the WHO for, in his view, failing to … [+187 chars]",747
Republican group The Lincoln Project blasted President Donald Trump for playing golf and holding rallies early on in the coronavirus pandemic. Subscribe to H...,748
"Republican governor of Texas, Greg Abbott, announced Friday afternoon that he planned to sign an executive order that would lift the coronavirus lockdown in a ""safe"" way, allowing businesses to reopen.
The announcement is likely sharpen debate in the United … [+6244 chars]",749
"Donald Trump seems to have misplaced an entire six weeks recently: he is yet to account for what he did in the first six weeks after the first coronavirus case was confirmed in the US.
Yesterday, the CBS reporter Paula Reid was determined to ask him about it… [+2253 chars]",750
"As health experts in Hong Kong call for masks to be made mandatory to tackle coronavirus, a ban on their use that was introduced in response to protests has been largely upheld by the appeal court.
The court also used its ruling to push back at accusations t… [+3852 chars]",751
"A Florida police chief has been suspended after he reportedly told his force the their colleague died from coronavirus because he was gay.
Deputy Shannon Bennett, 39, initially came down with a fever and a headache which developed into breathing problems and… [+3523 chars]",752
"(CNN)President Donald Trump on Friday advised faith leaders to wait for the country to ""get healed"" from the coronavirus pandemic before holding services in person.
Trump was asked by a reporter during the White House press briefing what his message was to p… [+1734 chars]",753
"Washington (CNN)President Donald Trump fueled more speculation about the future of Dr. Anthony Fauci on Sunday, retweeting a conservative who called for the top infectious disease specialist to be fired after he said in a CNN interview more could have been do… [+8485 chars]",754
"WASHINGTON — President Trump on Tuesday announced his administration will build a federal ventilator reserve, calling the day he learned the U.S. did not have enough for the coronavirus pandemic the “scariest” of his life.
“The scariest day of my life was ab… [+1479 chars]",755
"Attorney General William Barr called the restrictions intended to slow the spread of coronavirus “draconian” and said they should be re-examined next month.
Government officials, Barr said on Fox News Wednesday evening, should be careful to ensure “that the … [+1259 chars]",756
"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.
President Trump announced at the White House coronavirus news briefing in the Rose Garden on Tuesday that the United States will immediately halt all funding for the… [+7411 chars]",757
"Washington (CNN)An Indiana congressman said Tuesday that letting more Americans die from the novel coronavirus is the ""lesser of two evils"" compared with the economy cratering due to social distancing measures. 
Speaking with radio station WIBC in Indiana, R… [+2367 chars]",758
"California Gov. Gavin Newsom announced Tuesday a guide to how Californiawill reopen society and the economy across the state as officials weigh lifting restrictive orders meant to curb the spread of the coronavirus.
Newsom became the first governor to issue … [+3836 chars]",759
"A British hospital matron who was once photographed with Prime Minister Boris Johnson died of the coronavirus just months before she had planned to retire, according to a new report.
Sara Trollope, 51, a mother-of-four and grandmother who spent 33 years work… [+2302 chars]",760
"(CNN)The Wall Street editorial board is a notoriously conservative group, usually supporting conservative policies and Republican presidents. So, when the WSJ writes an op-ed hammering the sitting GOP president, it's worth standing up and taking notice.
That… [+3828 chars]",761
President Donald Trump said Thursday that there have been more than two million coronavirus tests conducted in the United States but conceded that mass testing is not going to happen.,762
"(CNN)Like most of the world, the residents of a small town in Iowa are stuck at home, feeling isolated, alone, and trying their best to stay positive during the coronavirus pandemic.
So when an anonymous donor gave everyone in the town of Earlham $150 worth … [+3725 chars]",763
"New York Gov. Andrew Cuomo said Monday that the state is ""controlling the spread"" of the coronavirus, and it appears that ""the worst is over ... if we continue to be smart going forward.""
At the same time, Cuomo revealed that the death toll from Covid-19 in … [+3692 chars]",764
"New York Gov. Andrew Cuomo said Monday that the state is ""controlling the spread"" of the coronavirus, and it appears that ""the worst is over ... if we continue to be smart going forward.""
At the same time, Cuomo revealed that the death toll from Covid-19 in … [+3692 chars]",765
"New York Gov. Andrew Cuomo said Monday that the state is ""controlling the spread"" of the coronavirus, and it appears that ""the worst is over ... if we continue to be smart going forward.""
At the same time, Cuomo revealed that the death toll from Covid-19 in … [+3692 chars]",766
"White House health advisor Dr. Anthony Fauci on Sunday expressed ""cautious optimism"" that the deadly coronavirus outbreak is slowing down in the United States, and said that parts of the country may start to reopen as soon as May.
Fauci, the director of the … [+2356 chars]",767
"(CNN)President Donald Trump's name will appear on checks sent to millions of Americans to combat the economic effects of the coronavirus in a last-minute Treasury Department order, a senior administration official confirmed to CNN on Tuesday.
The decision to… [+3041 chars]",768
"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.
PBS White House correspondent Yamiche Alcindor was ridiculed after a bizarre exchange with Surgeon General Jerome Adams over his appeal to minority groups to stay he… [+5420 chars]",769
"Another investor in both Sanofi and Mylan, another pharmaceutical firm, is Invesco, the fund previously run by Wilbur Ross, the commerce secretary. Mr. Ross said in a statement Monday that he was not aware that Invesco has any investments in companies produci… [+1948 chars]",770
"(CNN)The Navajo Nation enacted a 57-hour curfew over the holiday weekend in an effort to combat the spread of coronavirus among its more than 250,000 members.
 As of Saturday, there were 698 confirmed cases of coronavirus, including 24 deaths, among members … [+4531 chars]",771
"Anthony Fauci at the White House coronavirus briefing on Friday.
<ol><li>
Bidens Electability Only Works if There Is an Election
 </li><li>
Trump Repeatedly Dismissed Coronavirus Warnings as Alarmist for Weeks Before Crisis
 </li><li>
We Cant Police Our… [+3685 chars]",772
"(CNN)A weeks-long testing delay that effectively blinded public health officials to the spread of the coronavirus in the US might have been avoided had federal agencies fully enacted their own plan to ramp up testing during a national health crisis.
The plan… [+12670 chars]",773
"Funeral home workers put on protective gear to retrieve a body from a refrigerated truck outside of a Brooklyn hospital in early April. As of Sunday, the U.S. reported the most coronavirus deaths in the world, surpassing Italy.
Bryan R. Smith/AFP via Getty I… [+1906 chars]",774
"A mother is mourning the loss of her 27-year-old daughter her ""butterfly"" who died of coronavirus after refusing to miss a day working at her Maryland grocery store job.
Leilani Jordan ""wanted to help anyone that she came in contact with"" at her job as a cle… [+2145 chars]",775
"Joe Biden rolled out two new plans on Thursday to provide economic relief to struggling Americans as he kicks off his general election campaign against President Donald Trump amid soaring job losses caused by efforts to contain COVID-19. 
The former vice pre… [+2911 chars]",776
"A sailor assigned to the USS Theodore Roosevelt, the Navy ship at the center of a controversy that led to the resignation of Acting Navy Secretary Thomas Modly, died Monday from coronavirus-related complications, military officials announced.
The sailor, who… [+2781 chars]",777
"PRESCOTT, Ariz. State officials here bracing for the impact of the coronavirus pandemic have had weeks to plan for a potential surge in cases, unlike many other U.S. and international hot spots.
Now, with the state's peak period of hospitalizations expected … [+6367 chars]",778
"Gov. Phil Murphy has issued a flurry of executive orders designed to help New Jersey combat the spread and the impact of the coronavirus that has ravaged the globe.
In fact, Murphy has signed 24 in all including ones that created a task force, closed schools… [+10915 chars]",779
"High school seniors share how the COVID-19 pandemic has cut their final year short and what experiences they will miss most.
USA TODAY
At 8:40 a.m., a mindfulness coach at a private preschool in Miami used Zoom to greet toddlers lounging on carpets, beds an… [+13135 chars]",780
"President Donald Trump and two of his top public health advisers have taken different stances on the issue of when and how the decision to ease social distancing will be made. 
Trump has advocated for aggressive goals in recent days, and said Saturday on Fox… [+5732 chars]",781
"Trump has signaled support for some of the ideas that Democrats back, such as expanded help for small-business owners and new bailout checks for households. Republican leaders, meanwhile, have also called for more corporate aid and money to boost the overwhel… [+9317 chars]",782
"The statement from Pelosi (D-Calif.) and Schumer (D-N.Y.) early Monday morning followed a Saturday statement from congressional GOP leaders in which they rejected the Democrats demands and showed no interest in negotiating.
The developments appeared to harde… [+5442 chars]",783
"Dr. Anthony Fauci said Monday that U.S. health officials were preparing to roll out blood tests approved by the Food and Drug Administration that will identify Americans who have been exposed to the coronavirus and may harbor immunity. With that data, he said… [+45653 chars]",784
